source,title,app_id,developer,genre,content_rating,score,ratings,installs,price,url,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
App Store,Texting AI - Wingman,com.360company.rizzapp,360 Company LLC,Lifestyle,4+,4.70339,590,,Free,https://apps.apple.com/us/app/texting-ai-wingman/id6469784513?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
App Store,Sankaku Anime & AI Girlfriend,com.complex.ichan,Complex Developments,Entertainment,17+,1.63043,46,,Free,https://apps.apple.com/us/app/sankaku-anime-ai-girlfriend/id1139689972?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, JA"
App Store,Luvr: Ai Girlfriend Chat Ai,meet.ai.fantasy.nsfw,Muhammad Zahid Shakeel,Entertainment,17+,4.50588,170,,Free,https://apps.apple.com/us/app/luvr-ai-girlfriend-chat-ai/id6738363321?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Sweetheart: Virtual Chatbot,com.ai.sweet,BAHRAIN ANALIVE S.P.C,Health & Fitness,17+,3.5,2,,Free,https://apps.apple.com/us/app/ai-sweetheart-virtual-chatbot/id6458734322?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,DreamGF - My AI Friend,mobi.zeezoo.aigirlfriend,Van Hong Nguyen,Games,17+,3.67987,303,,Free,https://apps.apple.com/us/app/dreamgf-my-ai-friend/id6503708349?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend - Spicy Chat,info.peerapps.ai.girlfriend,Oguzhan Inal,Entertainment,17+,4.41509,53,,Free,https://apps.apple.com/us/app/ai-girlfriend-spicy-chat/id6477836633?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Honey.AI,com.Honeyaichatapp.ios2025,靖哲 周,Entertainment,17+,1.88889,9,,Free,https://apps.apple.com/us/app/honey-ai/id6742281140?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Companion.AI,ai.companion.ios,"Companion, Inc.",Lifestyle,17+,4.875,8,,Free,https://apps.apple.com/us/app/companion-ai/id6755073128?uo=4,companion,True,https://companion.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat : Jelly,com.aidating.chatrealistic.characterai,Cengiz Han Parlak,Entertainment,17+,4.88889,18,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-jelly/id6749874437?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Spicy Hot Chat : AI Girlfriend,com.ifriend.chatapp,Mehmet Deniz,Entertainment,17+,3.11429,35,,Free,https://apps.apple.com/us/app/spicy-hot-chat-ai-girlfriend/id6474884862?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, DA, NL, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TR"
App Store,AI Girlfriend Chat: Waifu AI,Nauman.AIGF.chat,NATALLIA UVARAVA,Entertainment,17+,4.63115,122,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-waifu-ai/id6748720543?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, HR, NL, EN, FR, DE, HI, IT, JA, KO, PL, PT, RU, ZH, ES, ZH, TR, UR"
App Store,Waifu Chat Anime AI Girlfriend,com.waifu.ai.anime.girl,MessengerX.io,Entertainment,17+,4.60566,3606,,Free,https://apps.apple.com/us/app/waifu-chat-anime-ai-girlfriend/id6477287266?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Crush AI-Your AI Girlfriend,com.xphotokit.crushai,Rousemobi,Entertainment,17+,4.33333,3,,Free,https://apps.apple.com/us/app/crush-ai-your-ai-girlfriend/id6747974871?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, DA, NL, EN, FI, FR, DE, HI, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, UK, VI"
App Store,Waife: AI Girl Fantasy Chat,com.pearygo.waife,Pearygo LLC,Entertainment,17+,4.51042,96,,Free,https://apps.apple.com/us/app/waife-ai-girl-fantasy-chat/id6738346637?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Ai Girlfriend - Dating Chat,aI.smart.girl,Viktor Bereza,Entertainment,17+,4.59321,118,,Free,https://apps.apple.com/us/app/ai-girlfriend-dating-chat/id6751061382?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, DE, IT, PT, ES"
App Store,AI Girlfriend Chat:SoulMate AI,io.mynextapp.Soulmate-AI,BL Apps Management AB,Lifestyle,17+,4,3,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-soulmate-ai/id6755689876?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Grok - AI Chat & Video,ai.x.GrokApp,X Corp.,Productivity,17+,4.89199,1092861,,Free,https://apps.apple.com/us/app/grok-ai-chat-video/id6670324846?uo=4,general_purpose,True,https://x.ai/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, BN, BG, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HI, HU, ID, IT, JA, KO, MS, MR, NB, FA, PL, PT, RO, RU, ZH, ES, SV, TA, TE, TH, ZH, TR, UK, UR, VI"
App Store,SpicyGF: My AI Girlfriend Chat,com.onyxtech.spicygf,Onyx Tech Inc,Entertainment,17+,4.61739,460,,Free,https://apps.apple.com/us/app/spicygf-my-ai-girlfriend-chat/id6708239451?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend: Roleplay Chat,com.manuelworlitzer.aigirlfriend,Manuel Worlitzer,Entertainment,12+,4.75,8,,Free,https://apps.apple.com/us/app/ai-girlfriend-roleplay-chat/id6755877301?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
App Store,Dialogue: AI Character Chat,com.pheon,Pheon Inc.,Entertainment,17+,3.5292,9040,,Free,https://apps.apple.com/us/app/dialogue-ai-character-chat/id1630784346?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Promptchan: AI Girlfriend,com.airesearchgroup.promptai,AI Research Group Limited,Photo & Video,9+,4.16831,808,,Free,https://apps.apple.com/us/app/promptchan-ai-girlfriend/id6469985698?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
App Store,Lovetta: AI Girlfriend Chat,ai.lovetta.app,Selectic AI,Entertainment,17+,5,1,,Free,https://apps.apple.com/us/app/lovetta-ai-girlfriend-chat/id6760726614?uo=4,companion,True,https://lovetta.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,MyPartner: Ai Girlfriend Chat,app.romantic.ai.mypartner.ai.girlfriend.chat,Hardik Bhesaniya,Entertainment,17+,4.26667,15,,Free,https://apps.apple.com/us/app/mypartner-ai-girlfriend-chat/id6754035465?uo=4,companion,True,https://mypartneraigirlfriendchat.blogspot.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat・Virtual GF,girlfriend.app,ExDiv: Tech for Productivity,Entertainment,17+,4.60309,388,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-virtual-gf/id6472283613?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, CS, DA, NL, EN, FR, DE, HI, HU, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, ES, SV, TH, ZH, TR, UK, VI"
App Store,Perfect Girlfriend AI Fantasy,app.rork.ai-girlfriend-companion-g78lnjc,HEBE VISION INC S.R.L.,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/perfect-girlfriend-ai-fantasy/id6754100995?uo=4,companion,True,https://gamingparadox23.blogspot.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend - Real Friends,com.ai.aifriend,Jayeshbhai Kavathiya,Entertainment,17+,4.50312,479,,Free,https://apps.apple.com/us/app/ai-girlfriend-real-friends/id6458140675?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,GF Spicy Chat - Mira Mate,com.mira.mate.ai.mmai.miraMate,Duran Miregwa,Entertainment,17+,4.61398,329,,Free,https://apps.apple.com/us/app/gf-spicy-chat-mira-mate/id6480306215?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Neko AI - Anime Art Generator,ai.notmagic.magic-anime,NotMagic AI,Graphics & Design,17+,4.68544,2912,,Free,https://apps.apple.com/us/app/neko-ai-anime-art-generator/id6450661644?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, DE, JA"
App Store,LiveC - Living AI Companion,com.buysmartai.livecapp,Buysmart.AI Inc,Entertainment,17+,4.54814,135,,Free,https://apps.apple.com/us/app/livec-living-ai-companion/id6741559219?uo=4,companion,True,https://livec.ai/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Emma: AI Girlfriend,com.paschcua.emma,Pascal Scheidegger,Lifestyle,17+,0,0,,Free,https://apps.apple.com/us/app/emma-ai-girlfriend/id6757818920?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HI, HU, ID, IT, JA, MS, NB, PL, PT, RO, RU, SK, ES, SV, TH, TR, UK, VI"
App Store,Sophia: My AI Girlfriend,com.diapp.girlfriend,DI Labs,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/sophia-my-ai-girlfriend/id6759085301?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend : Live Simulator,com.appsllp.aitalker,APPS15 VISIONARY SOFTWARE LLP,Entertainment,17+,3.84444,45,,Free,https://apps.apple.com/us/app/ai-girlfriend-live-simulator/id6745129462?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,KAIA: Chat with AI Girlfriend,com.dualstorm.kaia,Dual Storm Studio LTD,Entertainment,17+,4,1,,Free,https://apps.apple.com/us/app/kaia-chat-with-ai-girlfriend/id6755683941?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Our dream – AI Girlfriend,com.themindbots.charmai,Mindbots LLC,Entertainment,17+,4.28247,308,,Free,https://apps.apple.com/us/app/our-dream-ai-girlfriend/id6741436954?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, ES"
App Store,iGirl: your AI girlfriend,com.pardavimukodas.chatai,MB Pardavimu kodas,Entertainment,17+,4.36341,410,,Free,https://apps.apple.com/us/app/igirl-your-ai-girlfriend/id6446000331?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend: Virtual AI Girl,world.aiway.aigirlfriend,AIWAY LLP,Entertainment,17+,4.67164,134,,Free,https://apps.apple.com/us/app/ai-girlfriend-virtual-ai-girl/id6470382939?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,SexyChat-AI RolePlay CrushChat,com.pro.six.sexchat,国胤 崔,Games,17+,4.60018,3089,,Free,https://apps.apple.com/us/app/sexychat-ai-roleplay-crushchat/id6476485887?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Virtual Girl – AI Chatbot,com.brightdreamapps.MyVirtualGirlfriend,Interactive Motion,Entertainment,17+,4.1749,526,,Free,https://apps.apple.com/us/app/virtual-girl-ai-chatbot/id1479973226?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH"
App Store,My AI Girlfriends -Virtualchat,caitty.com.AiGirlfriend,传立 甘,Entertainment,12+,5,1,,Free,https://apps.apple.com/us/app/my-ai-girlfriends-virtualchat/id6757365151?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
App Store,Dayt: AI Girlfriend,com.castlepumpkin.dayt,Sungho Park,Entertainment,17+,4.52238,67,,Free,https://apps.apple.com/us/app/dayt-ai-girlfriend/id6476343590?uo=4,companion,True,https://castlepumpkin.blogspot.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat - Girly,filin.MeditationApp.Meditation-App,Iurii Filin,Entertainment,17+,4.47651,298,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-girly/id6447522875?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, EN, FR, DE, ID, IT, PT, RU, ES, TR"
App Store,Cai: AI Anime Chat Waifu,com.anime.chat,Virede,Games,17+,4.65756,1355,,Free,https://apps.apple.com/us/app/cai-ai-anime-chat-waifu/id6502637453?uo=4,companion,True,https://www.virede.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Cycle AI: Talk With AI Friends,com.dokidoki.dokify.ios,BeeFun Studio,Entertainment,17+,4.7199,764,,Free,https://apps.apple.com/us/app/cycle-ai-talk-with-ai-friends/id6747881677?uo=4,companion,True,https://www.cycleai.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, JA, PT, ES, ZH"
App Store,AI Girlfriend Roleplay: AVA,com.companion.appcodio,Appcodio LLC,Entertainment,17+,4.59174,823,,Free,https://apps.apple.com/us/app/ai-girlfriend-roleplay-ava/id6736679937?uo=4,companion,True,https://www.appcodio.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Lovia: AI Girlfriend Chat,com.ziya.Lovia,ZIYA GUVEN,Lifestyle,17+,4.02041,49,,Free,https://apps.apple.com/us/app/lovia-ai-girlfriend-chat/id6748889205?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, DA, NL, EN, FR, DE, EL, HE, HI, ID, IT, JA, KO, PT, RU, ES, SV, TR, UK, VI"
App Store,Lovimi: Virtual AI Girlfriend,com.himobile.aigf,Hyperse LLC,Entertainment,17+,5,1,,Free,https://apps.apple.com/us/app/lovimi-virtual-ai-girlfriend/id6642660757?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat with Girls,pasnella.or,SECURITY HASHTAG LTD,Entertainment,17+,5,8,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-with-girls/id6753212005?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,SweetTalk: Your AI Girlfriend,com.chat.me.ai.girl.friend,MAXIMUS TECHNOLOGIES,Entertainment,17+,4,4,,Free,https://apps.apple.com/us/app/sweettalk-your-ai-girlfriend/id6741060437?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Compani - AI Girlfriend,com.verts.compani,Raphael Sebban,Social Networking,17+,0,0,,Free,https://apps.apple.com/us/app/compani-ai-girlfriend/id6758506467?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend - Roleplay Chat,com.generator.articraze,Vitalii Frankovych,Graphics & Design,17+,4.45777,225,,Free,https://apps.apple.com/us/app/ai-girlfriend-roleplay-chat/id6448183799?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Friend: Virtual Assist,com.aigirlfriend.app,Pranas Semionova,Entertainment,4+,4.53831,3236,,Free,https://apps.apple.com/us/app/ai-friend-virtual-assist/id6445799347?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
App Store,Waifu AI Girlfriend chat AI GF,com.Shevchhuuk.aiwaifu.app,Yaroslav Shevchuk,Social Networking,17+,3.66667,3,,Free,https://apps.apple.com/us/app/waifu-ai-girlfriend-chat-ai-gf/id6757756558?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, EN, FR, DE, HI, IT, JA, KO, PL, PT, RU, ZH, ES, ZH, TR, UR"
App Store,BaeBoo: Your AI Girlfriends,com.baeboo.app,Ajay Pratap Singh,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/baeboo-your-ai-girlfriends/id6755102000?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,InMe – AI Girlfriend Video,com.edgeneural.inme,梓冰 蔡,Entertainment,17+,5,4,,Free,https://apps.apple.com/us/app/inme-ai-girlfriend-video/id6756692879?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, ZH"
App Store,SpicyChat AI Girlfriend,fun.virtualgirl.aigirlfriend,Khaiala Nasibova,Entertainment,17+,4.4855,138,,Free,https://apps.apple.com/us/app/spicychat-ai-girlfriend/id6739732063?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, KO, PT, RU, ES"
App Store,Love Chat with AI Girlfriend,com.dating.ai.bf.gf,Dhaval Panasara,Social Networking,17+,5,6,,Free,https://apps.apple.com/us/app/love-chat-with-ai-girlfriend/id6746117558?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Anime - AI girlfriend Vanda,com.ai.girlfriend.chat.ios,Vanda Architecture,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/anime-ai-girlfriend-vanda/id6476921874?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Anya: AI Girlfriend & Roleplay,com.abasoft.anya,Abasoft MMC,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/anya-ai-girlfriend-roleplay/id6751060714?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Sakura - Chat with AI Bots,fm.sakura.app,"Sakura AI, LLC",Entertainment,17+,4.75297,18536,,Free,https://apps.apple.com/us/app/sakura-chat-with-ai-bots/id6467520779?uo=4,companion,True,https://www.sakura.fm/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Aimora AI Girlfriend Simulator,berton.united.Aimora,Origin Labs s.r.o.,Social Networking,17+,4.67513,394,,Free,https://apps.apple.com/us/app/aimora-ai-girlfriend-simulator/id6454352328?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,VegaX: Fantasy AI Girl Chat,com.awared.VegaX,Awared SLU,Entertainment,17+,4.28272,191,,Free,https://apps.apple.com/us/app/vegax-fantasy-ai-girl-chat/id6744928010?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, EN, FR, IT, JA, KO, PT, RU, ZH, ES"
App Store,Hilii - Ai friends,com.aigame.chat,甜甜 陈,Social Networking,17+,4.75,52,,Free,https://apps.apple.com/us/app/hilii-ai-friends/id6717608530?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,DreamGirl: Spicy AI Girlfriend,ai.dreamgirl,Teyron LTD,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/dreamgirl-spicy-ai-girlfriend/id6754092728?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,KAYA: AI GirlFriend & AI Mate,com.inidanaigirl.aimateapp,Harsh Jani,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/kaya-ai-girlfriend-ai-mate/id6749131592?uo=4,companion,True,https://spiretechs.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Dream Girlfriend,jp.ne.ambition.nizikano2dGLB,Ambition,Games,12+,3.92366,917,,Free,https://apps.apple.com/us/app/dream-girlfriend/id997701066?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,"EN, JA"
App Store,AI Girlfriend Chat Simulator,com.aigirlfriend.flirtchatbot,Dzianis Khrystsiyanau,Entertainment,17+,3,1,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-simulator/id6470323491?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Girlfriend AI: Find True Love,com.happyapplab.girlfriendai,Berke Kurnaz,Social Networking,4+,5,1,,Free,https://apps.apple.com/us/app/girlfriend-ai-find-true-love/id6469619851?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,"EN, FR, DE, IT, JA, ES, TR"
App Store,Enjoy - AI Town,ai.enjoy.world,"Enjoy Global, Inc.",Entertainment,17+,4.67397,48637,,Free,https://apps.apple.com/us/app/enjoy-ai-town/id6468901311?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat- Sweet Chat,jd.aigirl.aigirlfriend.girlfriend.chat,Jadav Darsh,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-sweet-chat/id6504802672?uo=4,companion,True,https://jadavdarsh.blogspot.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Chat Characters,com.circadify.AI-Chat-18-,Free AI LLC,Games,17+,4.4775,1334,,Free,https://apps.apple.com/us/app/ai-chat-characters/id6755920311?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, DE, PT, ZH, ES"
App Store,Her - Your AI Girlfriend,com.hfx.AIHer,Hyunwoo Kim,Lifestyle,17+,3,1,,Free,https://apps.apple.com/us/app/her-your-ai-girlfriend/id6453695146?uo=4,companion,True,https://hfx2022.blogspot.com/2023/07/ai-her-terms-of-service.html,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, DE, KO"
App Store,Lovvly - AI GirlFriend Chat,com.exciting.lovvly.lovvly,HOYONG NA,Productivity,17+,5,1,,Free,https://apps.apple.com/us/app/lovvly-ai-girlfriend-chat/id6742789588?uo=4,companion,True,https://corp-exciting.blogspot.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Fantasy - Chait,com.ai.chat.waifu.girl.firends.character,JEWEL LIMITED,Entertainment,17+,4.4436,133,,Free,https://apps.apple.com/us/app/ai-girlfriend-fantasy-chait/id6738268604?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend: Soulmate Chat,com.myapp.app5uygasdk,Dito Sichinava,Entertainment,4+,0,0,,Free,https://apps.apple.com/us/app/ai-girlfriend-soulmate-chat/id1660716354?uo=4,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HI, HU, ID, IT, JA, KO, LV, LT, MS, NB, PL, PT, RO, RU, SR, ZH, SK, SL, ES, SV, TH, ZH, TR, UK, VI"
App Store,CrashInAI - Characters Chat,com.AIAlly22sp.app,"Cannon MS Holdings, LLC",Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/crashinai-characters-chat/id6756432897?uo=4,general_purpose,True,https://forms.gle/3Me7ntV6RKVSwz8L9,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AISexy:Girlfriend Chat GF 18+,com.chatexpert.character,峰 刘,Entertainment,17+,4.63636,99,,Free,https://apps.apple.com/us/app/aisexy-girlfriend-chat-gf-18/id6755602964?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend - TruMate,aichat.girlfriend.aigc.sexy.anime.go,Wave Color LLC,Entertainment,17+,2.33333,3,,Free,https://apps.apple.com/us/app/ai-girlfriend-trumate/id6742833257?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, DE, JA, ZH, ES, ZH"
App Store,Character AI | AI Girlfriend,com.tnapps.characterai,Anton Drazdou,Entertainment,17+,3,1,,Free,https://apps.apple.com/us/app/character-ai-ai-girlfriend/id6759330977?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Ai Girlfriend - Chat,com.future.focus.AiGirlfriend,Yurii Kolinko,Utilities,17+,0,0,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat/id6740408349?uo=4,companion,True,https://cas.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, RU"
App Store,AI Girlfriend Flirty Love Chat,co.northlogic.aigirlfriend,Daniel Lasek,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/ai-girlfriend-flirty-love-chat/id6476343315?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,AI Girlfriend Chat & Romance,com.alperenguntekin.amoura,Alperen Guntekin,Social Networking,17+,0,0,,Free,https://apps.apple.com/us/app/ai-girlfriend-chat-romance/id6752439952?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Moescape - Character AI & Art,app.moescape.ios,MOESCAPE TECHNOLOGY CORP.,Entertainment,17+,4.612,1067,,Free,https://apps.apple.com/us/app/moescape-character-ai-art/id6738207910?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, JA"
App Store,Anime Fantasy - AI Girlfriend,com.jayven.SuperGirlfriend,Jayven Nhan,Entertainment,17+,5,8,,Free,https://apps.apple.com/us/app/anime-fantasy-ai-girlfriend/id6566181260?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,My AI Girlfriend,com.octaneSoftware.aiGirlFriend,Octane Software,Entertainment,17+,0,0,,Free,https://apps.apple.com/us/app/my-ai-girlfriend/id6746042854?uo=4,companion,True,https://my-ai-girlfriend-web.vercel.app,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HI, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, TR, UK, VI"
App Store,X Girl: Your AI Girlfriend,com.xgirl.ai.chatbot,VSA AI HK LIMITED,Health & Fitness,17+,3.66667,3,,Free,https://apps.apple.com/us/app/x-girl-your-ai-girlfriend/id6477369991?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
